,brands,prices,sale,tier
3630,Prada,1840.0,1840.0,0 0 1
3631,Sally LaPointe,1950.0,,0 0 1
3632,Alexander McQueen,2750.0,2750.0,0 0 1
3633,Versace,2950.0,1180.0,0 0 1
3634,Balmain,2450.0,2450.0,0 0 1
3635,Oscar de la Renta,1790.0,895.0,0 0 1
3636,Saint Laurent,2845.0,2418.25,0 0 1
3637,Miu Miu,2100.0,2100.0,0 0 1
3638,Fendi,2390.0,2390.0,0 0 1
3639,Ermenegildo Zegna,2795.0,1369.0,0 0 1
3640,Gucci,1980.0,,0 0 1
3641,Haider Ackermann,2080.0,2075.0,0 0 1
3642,Dolce & Gabbana,2495.0,2246.0,0 0 1
3643,Louis Vuitton,2510.0,,0 0 1
3644,Paul Smith,1895.0,1327.0,0 0 1
3645,Nourison,1909.0,,0 0 1
3646,Gucci,1980.0,1980.0,0 0 1
3647,Fendi,2890.0,2890.0,0 0 1
3648,Bloomingdale's,1800.0,810.0,0 0 1
3649,Bloomingdale's,1800.0,810.0,0 0 1
3650,Mark Cross,2495.0,2495.0,0 0 1
3651,Missoni,2340.0,,0 0 1
3652,Dolce & Gabbana,2675.0,2541.0,0 0 1
3653,Gucci,2420.0,2057.0,0 0 1
3654,Ashley Pittman,1895.0,947.0,0 0 1
3655,Attico,2131.0,1491.0,0 0 1
3656,Gucci,2100.0,2100.0,0 0 1
3657,Saint Laurent,2790.0,1674.0,0 0 1
3658,Maison Margiela,2640.0,2640.0,0 0 1
3659,Breville,1999.99,,0 0 1
3660,Jason Wu,1995.0,498.0,0 0 1
3661,Bloomingdale's,2200.0,990.0,0 0 1
3662,Narciso Rodriguez,2095.0,,0 0 1
3663,Gucci,2500.0,2500.0,0 0 1
3664,Giorgio Armani,2347.0,2112.0,0 0 1
3665,Roberto Cavalli,1971.0,1971.0,0 0 1
3666,Fendi,1790.0,1611.0,0 0 1
3667,Gucci,2890.0,2890.0,0 0 1
3668,Church's,2930.0,2930.0,0 0 1
3669,Saint Laurent,2290.0,1374.0,0 0 1
3670,Burberry,2190.0,2190.0,0 0 1
3671,Fred,1850.0,,0 0 1
3672,Dolce & Gabbana,2539.0,2539.0,0 0 1
3673,Gucci,2135.0,1814.75,0 0 1
3674,Gucci,2800.0,2800.0,0 0 1
3675,Johanna Ortiz,1850.0,1850.0,0 0 1
3676,Alexander McQueen,1790.0,1790.0,0 0 1
3677,Monique Lhuillier,2795.0,,0 0 1
3678,Gabriela Hearst,2400.0,,0 0 1
3679,Fendi,1790.0,,0 0 1
3680,Fendi,2590.0,2072.0,0 0 1
3681,Ermenegildo Zegna,2395.0,1173.0,0 0 1
3682,Fendi,1790.0,1790.0,0 0 1
3683,Gucci,1980.0,,0 0 1
3684,Dolce & Gabbana,2845.0,2845.0,0 0 1
3685,Dsquared2,2445.0,1467.0,0 0 1
3686,Burberry,1790.0,1790.0,0 0 1
3687,Max Mara,2950.0,,0 0 1
3688,Alexander McQueen,2595.0,1817.0,0 0 1
3689,NANCY GONZALEZ,2350.0,,0 0 1
3690,VALENTINO,2195.0,2195.0,0 0 1
3691,Prada,2150.0,2150.0,0 0 1
3692,Burberry,2090.0,2090.0,0 0 1
3693,Balenciaga,1990.0,1990.0,0 0 1
3694,Mr & Mrs Italy,1940.0,1358.0,0 0 1
3695,Prada,2437.5,2422.4,0 0 1
3696,Chloé,1850.0,,0 0 1
3697,Balmain,2149.0,2149.0,0 0 1
3698,Balenciaga,1790.0,894.0,0 0 1
3699,Dolce & Gabbana,2340.0,1170.0,0 0 1
3700,David Yurman,2050.0,,0 0 1
3701,Prada,1970.0,1970.0,0 0 1
3702,VALENTINO,2100.0,,0 0 1
3703,VALENTINO,2300.0,,0 0 1
3704,Alexander McQueen,2490.0,2490.0,0 0 1
3705,Peter Pilotto,2069.0,1242.0,0 0 1
3706,Maison Margiela,1795.0,1795.0,0 0 1
3707,Yohji Yamamoto,2790.0,2232.0,0 0 1
3708,Alexander McQueen,2640.0,1584.0,0 0 1
3709,Adam Lippes,2259.0,1807.0,0 0 1
3710,Mark Cross,2358.0,2358.0,0 0 1
3711,Saint Laurent,2410.0,2048.5,0 0 1
3712,Fendi,2890.0,2890.0,0 0 1
3713,Missoni,2275.0,910.0,0 0 1
3714,Chanel,2350.0,,0 0 1
3715,Gucci,1980.0,1980.0,0 0 1
3716,Chloé,2003.0,2003.0,0 0 1
3717,Brioni,2640.0,2112.0,0 0 1
3718,ISABEL MARANT,2825.0,1413.0,0 0 1
3719,Saint Laurent,2850.0,2850.0,0 0 1
3720,Gucci,2200.0,,0 0 1
3721,Prada,2850.0,2850.0,0 0 1
3722,Bloomingdale's,2100.0,945.0,0 0 1
3723,Fendi,1790.0,1790.0,0 0 1
3724,Dolce & Gabbana,2565.0,2052.0,0 0 1
3725,Marco Bicego,1940.0,1552.0,0 0 1
3726,Gucci,2490.0,2490.0,0 0 1
3727,SACAI,2765.0,2765.0,0 0 1
3728,Gucci,2500.0,2500.0,0 0 1
3729,Givenchy,2190.0,2190.0,0 0 1
3730,Gucci,2490.0,,0 0 1
3731,Bottega Veneta,2810.0,2810.0,0 0 1
3732,Loewe,1800.0,1800.0,0 0 1
3733,The Row,1990.0,,0 0 1
3734,Givenchy,2290.0,1603.0,0 0 1
3735,Fendi,2575.0,2575.0,0 0 1
3736,Fendi,2490.0,2490.0,0 0 1
3737,Tom Ford,1990.0,,0 0 1
3738,Cvc Stones,2800.0,2800.0,0 0 1
3739,Burberry,1990.0,1990.0,0 0 1
3740,Alberta Ferretti,2790.0,1395.0,0 0 1
3741,Canali,1895.0,,0 0 1
3742,Miu Miu,2350.0,2350.0,0 0 1
3743,Carolina Herrera,2590.0,1295.0,0 0 1
3744,Gucci,2400.0,2400.0,0 0 1
3745,Forzieri,2478.0,,0 0 1
3746,Akris,2490.0,,0 0 1
3747,Jil Sander,2742.0,2057.0,0 0 1
3748,Thom Browne,1890.0,,0 0 1
3749,Thom Browne,2050.0,,0 0 1
3750,Saint Laurent,1790.0,1253.0,0 0 1
3751,Halpern,2923.0,1462.0,0 0 1
3752,Christian Louboutin,1950.0,,0 0 1
3753,Dior,1980.0,,0 0 1
3754,Mark Cross,2490.0,2490.0,0 0 1
3755,Larkspur & Hawk,1900.0,1900.0,0 0 1
3756,Missoni,2275.0,,0 0 1
3757,Rick Owens,1872.0,1872.0,0 0 1
3758,Balmain,2910.0,,0 0 1
3759,Gucci,2499.0,,0 0 1
3760,Carl F. Bucherer,2180.0,,0 0 1
3761,Ileana Makri,2670.0,2670.0,0 0 1
3762,MARLO LAZ,2760.0,2760.0,0 0 1
3763,VALENTINO,2200.0,2200.0,0 0 1
3764,Louis Vuitton,2500.0,,0 0 1
3765,Giorgio Armani,2635.0,2635.0,0 0 1
3766,Lalique,2900.0,,0 0 1
3767,Moncler,1850.0,1850.0,0 0 1
3768,Bloomingdale's,1800.0,810.0,0 0 1
3769,Louis Vuitton,2678.0,,0 0 1
3770,Saint Laurent,1890.0,1890.0,0 0 1
3771,Carolina Herrera,1890.0,1890.0,0 0 1
3772,Gianvito Rossi,1795.0,898.0,0 0 1
3773,ALTUZARRA,2195.0,2195.0,0 0 1
3774,Prada,1850.0,1850.0,0 0 1
3775,Badgley Mischka,2785.0,,0 0 1
3776,Givenchy,1990.0,1592.0,0 0 1
3777,Alexandre Vauthier,2095.0,2095.0,0 0 1
3778,Saint Laurent,2150.0,2150.0,0 0 1
3779,Roger Vivier,1875.0,,0 0 1
3780,Raymond Weil,1995.0,,0 0 1
3781,Rick Owens,3040.0,1824.0,0 0 1
3782,Chloé,2995.0,1797.0,0 0 1
3783,Balmain,3395.0,1698.0,0 0 1
3784,Brunello Cucinelli,4995.0,4995.0,0 0 1
3785,Attico,4085.0,3144.0,0 0 1
3786,Bell & Ross,3495.0,,0 0 1
3787,Cartier,6880.0,,0 0 1
3788,Brunello Cucinelli,4495.0,4495.0,0 0 1
3789,Isaia,2995.0,,0 0 1
3790,Bloomingdale's,5095.0,2038.0,0 0 1
3791,Bloomingdale's,3650.0,3285.0,0 0 1
3792,Jaipur,13145.0,,0 0 1
3793,David Yurman,3700.0,3700.0,0 0 1
3794,Louis Vuitton,16950.0,,0 0 1
3795,Isaia,2995.0,1592.0,0 0 1
3796,Gucci,3200.0,3200.0,0 0 1
3797,Carhartt Work In Progress,,60.0,0 1 0
3798,Safavieh,3888.0,,0 0 1
3799,KENZO,,250.0,0 1 0
3800,Frame,,215.0,0 1 0
3801,Brunello Cucinelli,4245.0,4245.0,0 0 1
3802,Gucci,3200.0,3200.0,0 0 1
3803,Bloomingdale's,9495.0,3798.0,0 0 1
3804,Jimmy Choo,,1295.0,0 1 0
3805,Tom Ford,5390.0,3773.0,0 0 1
3806,Marco Bicego,4490.0,,0 0 1
3807,Brunello Cucinelli,3995.0,3995.0,0 0 1
3808,Balenciaga,4400.0,,0 0 1
3809,Topman,,195.0,1 0 0
3810,alexanderwang.t,,350.0,0 1 0
3811,Bloomingdale's,3999.0,2999.25,0 0 1
3812,Dita,,650.0,0 1 0
3813,Tom Ford,3290.0,3290.0,0 0 1
3814,Topman,,30.0,1 0 0
3815,Bloomingdale's,3800.0,1710.0,0 0 1
3816,MICHELE,4695.0,2816.98,0 0 1
3817,Akris,2990.0,2990.0,0 0 1
3818,Rick Owens,4471.0,1341.0,0 0 1
3819,Fumito Ganryu,3248.0,2924.0,0 0 1
3820,Balenciaga,2950.0,,0 0 1
3821,Bloomingdale's,4900.0,2205.0,0 0 1
3822,Marco Bicego,5510.0,,0 0 1
3823,ISABEL MARANT,,415.0,0 1 0
3824,Givenchy,3445.0,3445.0,0 0 1
3825,Cartier,27500.0,,0 0 1
3826,Bloomingdale's,7279.0,2911.6,0 0 1
3827,Sydney Evan,3565.0,,0 0 1
3828,Saint Laurent,,1107.0,0 1 0
3829,Nikos Koulis,6480.0,,0 0 1
3830,CHOSEN by One Day,2995.0,2995.0,0 0 1
3831,Topman,,30.0,1 0 0
3832,Sophie Buhai,,352.0,0 1 0
3833,IWC,15000.0,,0 0 1
3834,Le Gramme,4005.0,4005.0,0 0 1
3835,Topman,,45.0,1 0 0
3836,Lillian August,7275.0,5456.25,0 0 1
3837,Bloomingdale's,13719.0,5487.6,0 0 1
3838,Missoni,4435.0,2661.0,0 0 1
3839,Nike,7249.0,,0 0 1
3840,3.1 Phillip Lim,,275.0,0 1 0
3841,Toteme,,495.0,0 1 0
3842,Random Identities,,154.0,0 1 0
3843,Bloomingdale's,6295.0,2518.0,0 0 1
3844,Fear of God,,495.0,0 1 0
3845,Mattia Cielo,4600.0,4600.0,0 0 1
3846,Roberto Coin,6160.0,,0 0 1
3847,Bloomingdale's,6295.0,2518.0,0 0 1
3848,Alaia,3140.0,,0 0 1
3849,Roberto Coin,6300.0,,0 0 1
3850,Givenchy,3445.0,3445.0,0 0 1
3851,Azzaro,9000.0,,0 0 1
3852,Vetements,,450.0,0 1 0
3853,Bloomingdale's,3000.0,1350.0,0 0 1
3854,Rolex,3540.0,,0 0 1
3855,Nike,,82.0,0 1 0
3856,VALEXTRA,3450.0,3450.0,0 0 1
3857,A.P.C.,,127.0,0 1 0
3858,Ingie Paris,3705.0,3705.0,0 0 1
3859,Breguet,12950.0,,0 0 1
3860,Prada,3337.0,3337.0,0 0 1
3861,Versace,,625.0,0 1 0
3862,Alexander McQueen,5390.0,2156.0,0 0 1
3863,Monique Lhuillier,2995.0,,0 0 1
3864,Prada,3350.0,3350.0,0 0 1
3865,Levis,,45.0,0 1 0
3866,Topman,,10.0,1 0 0
3867,David Yurman,3700.0,,0 0 1
3868,Fendi,3890.0,3890.0,0 0 1
3869,Diesel,,65.0,0 1 0
3870,Bloomingdale's,6295.0,2518.0,0 0 1
3871,Topman,,110.0,1 0 0
3872,Brunello Cucinelli,9495.0,,0 0 1
3873,Omega,7250.0,,0 0 1
3874,Loewe,5400.0,,0 0 1
3875,Balmain,,650.0,0 1 0
3876,Temple St. Clair,6500.0,,0 0 1
3877,Bloomingdale's,6295.0,2518.0,0 0 1
3878,Bell & Ross,7900.0,,0 0 1
3879,Dolce & Gabbana,3445.0,3445.0,0 0 1
3880,David Yurman,4400.0,4400.0,0 0 1
3881,Versace,,198.0,0 1 0
3882,Salvatore Ferragamo,8600.0,6880.0,0 0 1
3883,Patek Philippe,51950.0,,0 0 1
3884,Azzedine Alaïa,3660.0,3660.0,0 0 1
3885,Givenchy,3300.0,,0 0 1
3886,Jil Sander,4750.0,4750.0,0 0 1
3887,VALENTINO,3400.0,1700.0,0 0 1
3888,Gucci,4300.0,4300.0,0 0 1
3889,SLVRLAKE,,330.0,0 1 0
3890,SUZANNE KALAN,4600.0,,0 0 1
3891,IWC,23500.0,,0 0 1
3892,Gucci,,980.0,0 1 0
3893,Versace,,350.0,0 1 0
3894,Needles,,1065.0,0 1 0
3895,Boss Hugo Boss,,162.0,0 1 0
3896,Louis Vuitton,20212.0,,0 0 1
3897,Versace,3695.0,1478.0,0 0 1
3898,Rick Owens,,265.0,0 1 0
3899,Bloomingdale's,6000.0,2700.0,0 0 1
3900,The Row,3431.0,2745.0,0 0 1
3901,Rick Owens,3160.0,1896.0,0 0 1
3902,Paul Morelli,3600.0,,0 0 1
3903,Anita Ko,12050.0,,0 0 1
3904,Topman,,13.0,1 0 0
3905,Element,,50.0,0 1 0
3906,Thom Browne,3600.0,3600.0,0 0 1
3907,Delfina Delettrez,4059.0,4059.0,0 0 1
3908,Gucci,20000.0,,0 0 1
3909,Alexander McQueen,3795.0,2657.0,0 0 1
3910,Tag Heuer,3000.0,,0 0 1
3911,Givenchy,4890.0,4890.0,0 0 1
3912,Celine,3800.0,,0 0 1
3913,Tag Heuer,6400.0,,0 0 1
3914,ALTUZARRA,3447.0,3102.0,0 0 1
3915,Palmetto Living,2998.0,,0 0 1
3916,Levis,,85.0,0 1 0
3917,Givenchy,3238.0,,0 0 1
3918,Gucci,3980.0,3980.0,0 0 1
3919,Tag Heuer,4150.0,,0 0 1
3920,Topman,,35.0,1 0 0
3921,Saint Laurent,,420.0,0 1 0
3922,Temple St. Clair,7500.0,,0 0 1
3923,Kiton,7795.0,,0 0 1
3924,Yves Salomon,3421.0,2395.0,0 0 1
3925,David Yurman,3350.0,3350.0,0 0 1
3926,Larkspur & Hawk,3600.0,3600.0,0 0 1
3927,Aime Leon Dore,,365.0,0 1 0
3928,Thom Browne,3400.0,2040.0,0 0 1
3929,Giorgio Armani,3503.0,2802.0,0 0 1
3930,Hermes,15995.0,,0 0 1
3931,Mikimoto,3900.0,3900.0,0 0 1
3932,IWC,23500.0,,0 0 1
3933,Bloomingdale's,3700.0,1665.0,0 0 1
3934,Off-White,,735.0,0 1 0
3935,Loewe,,2250.0,0 1 0
3936,Gucci,5900.0,5900.0,0 0 1
3937,Roberto Coin,3200.0,,0 0 1
3938,GRLFRND,,47.0,0 1 0
3939,Dinh Van,3780.0,3780.0,0 0 1
3940,Prada,5100.0,5100.0,0 0 1
3941,Saint Laurent,5990.0,2396.0,0 0 1
3942,Maison Margiela,,154.0,0 1 0
3943,Pomellato,9800.0,,0 0 1
3944,Saint Laurent,2990.0,1495.0,0 0 1
3945,Prada,3970.0,,0 0 1
3946,Omega,3330.0,,0 0 1
3947,Gucci,4500.0,4500.0,0 0 1
3948,Topman,,20.0,1 0 0
3949,Thom Browne,4300.0,4300.0,0 0 1
3950,Dolce & Gabbana,3937.0,3937.0,0 0 1
3951,Sareh Nouri,4890.0,4890.0,0 0 1
3952,Kiton,8495.0,8495.0,0 0 1
3953,Ulysse Nardin,65200.0,,0 0 1
3954,adidas Originals,,63.0,0 1 0
3955,Off-White,,865.0,0 1 0
3956,American Leather,6998.0,6298.2,0 0 1
3957,Burberry,,260.0,0 1 0
3958,Topman,,70.0,1 0 0
3959,Topman,,2.0,1 0 0
3960,Gucci,3800.0,3800.0,0 0 1
3961,Fendi,,890.0,0 1 0
3962,Bloomingdale's,3065.0,2298.75,0 0 1
3963,Z Zegna,,195.0,0 1 0
3964,Topman,,55.0,1 0 0
3965,Topman,,35.0,1 0 0
3966,VALENTINO,3900.0,,0 0 1
3967,Jordan,6300.0,,0 0 1
3968,Ancient Greek Sandals,,140.0,0 1 0
3969,Kaws,3500.0,,0 0 1
3970,Chopard,6280.0,6280.0,0 0 1
3971,Topman,,15.0,1 0 0
3972,Saint Laurent,6900.0,6900.0,0 0 1
3973,Gucci,3600.0,,0 0 1
3974,Alexander McQueen,,240.0,0 1 0
3975,Givenchy,4195.0,4195.0,0 0 1
3976,Glashutte Original,47950.0,,0 0 1
3977,Gucci,4500.0,,0 0 1
3978,Patek Philippe,31950.0,,0 0 1
3979,Karastan,3260.0,2445.0,0 0 1
